payment_id,loan_id,due_date,payment_date,amount_paid,payment_status
P010535,L3191,2020-07-13,2020-07-23,38298,Delayed
P010536,L0585,2022-07-10,2022-07-10,16013,Paid
P010537,L4294,2021-07-10,2021-07-10,23927,Paid
P010538,L6092,2020-10-01,2020-10-11,33021,Delayed
P010539,L7418,2020-07-29,2020-08-08,29060,Delayed
P010540,L8771,2023-11-16,2023-11-26,10313,Delayed
P010541,L5377,2021-08-17,,34413,Missed
P010542,L1563,2022-04-22,2022-04-22,37735,Paid
P010543,L5519,2021-01-10,2021-01-30,19977,Delayed
P010544,L3206,2021-12-21,2021-12-31,47349,Delayed
P010545,L6571,2023-02-15,2023-02-15,3074,Paid
P010546,L0232,2021-01-31,2021-02-10,6093,Delayed
P010547,L2136,2022-08-16,2022-08-21,33481,Delayed
P010548,L5915,2023-08-15,2023-08-15,32009,Paid
P010549,L3351,2020-07-20,2020-07-20,9771,Paid
P010550,L5271,2022-09-11,2022-09-11,39488,Paid
P010551,L5687,2020-02-14,2020-02-14,42024,Paid
P010552,L1829,2023-11-28,2023-12-08,9603,Delayed
P010553,L0180,2023-09-02,2023-09-02,28638,Paid
P010554,L2571,2020-08-23,2020-09-02,26361,Delayed
P010555,L1350,2021-09-07,2021-09-07,7332,Paid
P010556,L7040,2021-01-16,2021-01-26,18609,Delayed
P010557,L1703,2023-09-09,2023-09-09,47276,Paid
P010558,L6013,2021-10-20,,46394,Missed
P010559,L4897,2020-06-29,2020-07-19,16152,Delayed
P010560,L8988,2021-03-11,2021-03-11,14038,Paid
P010561,L6246,2022-07-17,2022-07-17,40831,Paid
P010562,L2734,2021-05-10,,42012,Missed
P010563,L6211,2023-02-26,2023-03-18,19924,Delayed
P010564,L5605,2021-04-22,2021-05-02,18216,Delayed
P010565,L8603,2022-12-20,2023-01-09,33516,Delayed
P010566,L1750,2023-10-17,,47101,Missed
P010567,L3861,2023-12-24,2024-01-13,13900,Delayed
P010568,L2809,2021-09-12,,17354,Missed
P010569,L1880,2023-11-16,2023-11-16,21877,Paid
P010570,L4937,2023-12-22,2023-12-22,9960,Paid
P010571,L3583,2023-06-25,2023-06-25,48754,Paid
P010572,L3189,2020-12-31,2021-01-10,4815,Delayed
P010573,L5951,2023-12-05,,12653,Missed
P010574,L2925,2020-02-20,2020-02-20,46728,Paid
P010575,L1462,2022-11-10,2022-11-10,21023,Paid
P010576,L6457,2021-09-26,,2372,Missed
P010577,L6271,2022-10-27,,35054,Missed
P010578,L3742,2021-07-26,2021-08-05,40131,Delayed
P010579,L1478,2023-06-29,2023-07-04,46802,Delayed
P010580,L2363,2023-03-05,,28103,Missed
P010581,L5671,2022-03-17,2022-03-17,29692,Paid
P010582,L2146,2023-07-19,2023-07-29,1112,Delayed
P010583,L3089,2023-12-22,2024-01-11,36174,Delayed
P010584,L2169,2021-02-05,2021-02-05,37875,Paid
P010585,L7202,2022-03-14,2022-03-14,14699,Paid
P010586,L6045,2022-01-23,2022-01-23,47992,Paid
P010587,L3763,2022-10-25,2022-10-25,12653,Paid
P010588,L4228,2021-10-03,2021-10-08,17104,Delayed
P010589,L3450,2022-10-11,2022-10-11,9874,Paid
P010590,L5094,2020-05-09,,11853,Missed
P010591,L1616,2021-09-03,2021-09-23,31855,Delayed
P010592,L6214,2020-11-13,2020-11-18,3236,Delayed
P010593,L6121,2020-08-22,2020-09-01,36495,Delayed
P010594,L7148,2022-12-09,2022-12-09,18983,Paid
P010595,L4685,2020-09-02,2020-09-02,20410,Paid
P010596,L0442,2021-12-30,2021-12-30,31363,Paid
P010597,L0523,2020-10-15,2020-10-15,27458,Paid
P010598,L2724,2020-08-21,2020-08-21,7178,Paid
P010599,L8835,2022-01-30,2022-02-04,2875,Delayed
P010600,L5070,2021-01-22,2021-01-22,38886,Paid
P010601,L2309,2021-09-04,2021-09-24,27220,Delayed
P010602,L3839,2022-11-01,2022-11-21,28180,Delayed
P010603,L1277,2022-06-14,2022-06-14,21147,Paid
P010604,L3643,2022-01-23,2022-01-28,1238,Delayed
P010605,L6539,2022-04-26,2022-04-26,8016,Paid
P010606,L5618,2023-09-18,2023-09-18,9630,Paid
P010607,L5550,2024-02-08,2024-02-28,7014,Delayed
P010608,L4543,2020-10-27,2020-11-01,10844,Delayed
P010609,L3808,2024-01-04,2024-01-09,41887,Delayed
P010610,L8496,2023-06-04,2023-06-04,36110,Paid
P010611,L2949,2023-10-29,2023-10-29,5615,Paid
P010612,L7467,2022-02-18,,39446,Missed
P010613,L1533,2023-05-16,,28227,Missed
P010614,L2577,2021-07-30,2021-07-30,4388,Paid
P010615,L5670,2022-05-10,,14707,Missed
P010616,L0190,2023-03-31,2023-03-31,45390,Paid
P010617,L1031,2021-10-28,2021-10-28,33492,Paid
P010618,L6759,2020-04-04,2020-04-04,43362,Paid
P010619,L1482,2024-01-19,2024-01-29,11618,Delayed
P010620,L6598,2021-05-31,,23327,Missed
P010621,L8125,2023-02-04,,38069,Missed
P010622,L8648,2020-05-13,,24710,Missed
P010623,L1007,2022-01-17,2022-01-17,46467,Paid
P010624,L6022,2020-06-08,,6786,Missed
P010625,L8670,2020-04-23,2020-05-03,33171,Delayed
P010626,L7677,2022-04-16,,40039,Missed
P010627,L1740,2021-08-03,2021-08-23,8728,Delayed
P010628,L8831,2023-01-12,2023-01-12,41121,Paid
P010629,L0654,2023-04-12,2023-04-22,47017,Delayed
P010630,L8311,2020-12-17,2020-12-17,1363,Paid
P010631,L7497,2023-09-05,2023-09-05,49746,Paid
P010632,L8343,2020-01-06,2020-01-16,34993,Delayed
P010633,L8457,2023-03-24,2023-04-03,15777,Delayed
P010634,L1722,2021-10-29,2021-10-29,26963,Paid
P010635,L2577,2021-08-19,2021-08-19,32949,Paid
P010636,L4123,2023-12-28,2024-01-07,36364,Delayed
P010637,L7116,2020-10-02,2020-10-02,12009,Paid
P010638,L3846,2020-05-24,2020-05-24,33485,Paid
P010639,L5827,2020-12-17,2020-12-27,25755,Delayed
P010640,L6662,2022-12-30,2022-12-30,4144,Paid
P010641,L6826,2022-08-09,2022-08-09,45576,Paid
P010642,L6308,2023-11-20,2023-11-20,14009,Paid
P010643,L5261,2023-08-19,2023-08-19,10226,Paid
P010644,L5920,2021-10-14,2021-10-14,46236,Paid
P010645,L1305,2023-05-10,2023-05-10,8438,Paid
P010646,L3896,2020-08-02,2020-08-07,44042,Delayed
P010647,L0528,2022-11-04,2022-11-04,42372,Paid
P010648,L0448,2022-12-20,2022-12-25,33751,Delayed
P010649,L2239,2020-05-09,2020-05-14,46798,Delayed
P010650,L5857,2021-11-30,2021-11-30,28430,Paid
P010651,L7640,2022-05-26,2022-06-05,9065,Delayed
P010652,L7103,2022-05-16,,35688,Missed
P010653,L0508,2021-09-20,2021-09-30,5998,Delayed
P010654,L7791,2020-03-22,2020-04-01,36499,Delayed
P010655,L8569,2022-02-03,2022-02-23,2698,Delayed
P010656,L8178,2021-11-01,2021-11-11,17932,Delayed
P010657,L1161,2022-08-20,2022-08-20,42671,Paid
P010658,L4353,2024-01-21,2024-01-21,18332,Paid
P010659,L1019,2023-04-16,2023-04-16,33216,Paid
P010660,L1202,2021-05-01,2021-05-01,4484,Paid
P010661,L8340,2020-07-21,2020-07-31,14204,Delayed
P010662,L0274,2021-02-26,2021-03-03,49144,Delayed
P010663,L6173,2020-03-23,2020-03-23,9877,Paid
P010664,L7477,2020-10-06,2020-10-06,4746,Paid
P010665,L5026,2022-02-14,2022-02-14,23354,Paid
P010666,L5814,2022-12-25,2023-01-14,21110,Delayed
P010667,L6939,2020-05-21,2020-06-10,34540,Delayed
P010668,L0747,2021-07-16,2021-07-16,29981,Paid
P010669,L0056,2022-01-11,2022-01-11,7750,Paid
P010670,L7533,2021-04-04,2021-04-04,43605,Paid
P010671,L0144,2021-06-11,2021-06-16,5764,Delayed
P010672,L1893,2020-11-26,2020-12-06,44966,Delayed
P010673,L7955,2020-12-10,2020-12-20,22819,Delayed
P010674,L7348,2023-07-06,2023-07-06,3133,Paid
P010675,L7791,2023-12-21,2023-12-21,43632,Paid
P010676,L3640,2020-05-13,2020-05-13,36542,Paid
P010677,L0103,2021-05-24,2021-05-24,49171,Paid
P010678,L7928,2020-11-19,2020-11-19,48826,Paid
P010679,L0999,2021-10-14,2021-10-14,25853,Paid
P010680,L7420,2023-11-23,2023-11-23,8504,Paid
P010681,L2534,2021-10-07,2021-10-07,28733,Paid
P010682,L8263,2023-12-10,2023-12-10,17017,Paid
P010683,L4079,2024-02-02,2024-02-02,6167,Paid
P010684,L1251,2023-03-06,2023-03-11,22665,Delayed
P010685,L7801,2022-11-17,2022-11-17,40808,Paid
P010686,L5444,2020-03-11,2020-03-31,26156,Delayed
P010687,L7782,2022-04-21,2022-04-26,11011,Delayed
P010688,L3691,2021-03-11,,39424,Missed
P010689,L5319,2022-02-07,2022-02-07,38805,Paid
P010690,L8563,2020-07-11,2020-07-11,11579,Paid
P010691,L7900,2022-08-21,2022-08-21,31370,Paid
P010692,L2868,2020-07-22,2020-08-11,28086,Delayed
P010693,L4235,2021-03-28,,41876,Missed
P010694,L4883,2020-12-17,,5663,Missed
P010695,L6460,2023-10-06,,34242,Missed
P010696,L7887,2021-10-30,2021-11-04,29293,Delayed
P010697,L1461,2023-07-15,2023-07-15,33976,Paid
P010698,L7468,2020-10-14,2020-10-14,12329,Paid
P010699,L2642,2020-09-10,2020-09-20,24969,Delayed
P010700,L2457,2022-11-21,2022-11-26,2697,Delayed
P010701,L6762,2021-02-03,,45963,Missed
P010702,L2062,2023-10-10,2023-10-15,49974,Delayed
P010703,L8957,2021-08-30,2021-08-30,42262,Paid
P010704,L5433,2020-08-10,2020-08-10,24696,Paid
P010705,L6506,2021-09-03,2021-09-03,11968,Paid
P010706,L1551,2022-06-10,2022-06-15,15436,Delayed
P010707,L3356,2020-07-09,2020-07-14,39249,Delayed
P010708,L0492,2021-11-11,2021-11-16,12330,Delayed
P010709,L5228,2020-11-02,2020-11-07,43795,Delayed
P010710,L6649,2023-05-02,,21511,Missed
P010711,L7095,2023-12-29,2023-12-29,29775,Paid
P010712,L4077,2021-05-22,2021-05-22,13374,Paid
P010713,L2523,2023-06-19,2023-06-19,19278,Paid
P010714,L0596,2020-10-23,2020-10-23,8702,Paid
P010715,L5554,2021-12-23,2021-12-23,49922,Paid
P010716,L0544,2021-11-15,2021-12-05,9437,Delayed
P010717,L7208,2020-05-18,2020-05-18,13128,Paid
P010718,L7168,2022-08-03,,18769,Missed
P010719,L5730,2020-11-16,2020-11-16,11607,Paid
P010720,L1439,2023-01-10,2023-01-10,5830,Paid
P010721,L6653,2023-12-23,2023-12-23,41824,Paid
P010722,L6522,2020-11-12,2020-11-22,34432,Delayed
P010723,L8220,2024-01-24,2024-01-24,7463,Paid
P010724,L7794,2021-04-30,2021-05-05,39423,Delayed
P010725,L0308,2021-01-25,2021-01-30,17142,Delayed
P010726,L0112,2021-11-14,2021-11-19,6231,Delayed
P010727,L0660,2022-08-28,2022-08-28,7789,Paid
P010728,L3292,2023-09-10,2023-09-30,26658,Delayed
P010729,L7968,2023-12-21,,25397,Missed
P010730,L4775,2022-09-26,2022-09-26,13770,Paid
P010731,L8766,2020-04-12,2020-05-02,25257,Delayed
P010732,L4941,2021-03-29,2021-03-29,11831,Paid
P010733,L4541,2021-03-06,2021-03-26,12943,Delayed
P010734,L2433,2023-08-23,2023-08-23,49615,Paid
P010735,L8657,2020-03-05,2020-03-15,46960,Delayed
P010736,L4964,2021-05-19,2021-05-19,21865,Paid
P010737,L5944,2023-08-01,2023-08-01,11555,Paid
P010738,L4803,2024-01-26,2024-01-26,31249,Paid
P010739,L3340,2020-03-16,2020-03-21,45186,Delayed
P010740,L6074,2023-03-29,2023-03-29,42286,Paid
P010741,L0323,2020-02-02,2020-02-12,27347,Delayed
P010742,L2828,2022-12-24,2022-12-24,25304,Paid
P010743,L5035,2022-12-15,2022-12-15,32208,Paid
P010744,L2760,2022-08-09,2022-08-09,43333,Paid
P010745,L4953,2020-11-05,2020-11-05,21260,Paid
P010746,L2102,2021-04-15,2021-05-05,1742,Delayed
P010747,L7555,2020-02-19,2020-02-24,47567,Delayed
P010748,L6378,2022-12-14,2022-12-14,25608,Paid
P010749,L7629,2020-11-03,2020-11-03,44333,Paid
P010750,L1247,2020-12-02,2020-12-07,38013,Delayed
P010751,L4445,2022-03-25,2022-03-25,36163,Paid
P010752,L4004,2020-03-07,2020-03-07,2275,Paid
P010753,L8005,2021-07-07,2021-07-07,15597,Paid
P010754,L4699,2022-11-25,2022-12-15,13297,Delayed
P010755,L6612,2021-09-27,2021-09-27,8627,Paid
P010756,L4734,2020-07-25,,9353,Missed
P010757,L5710,2022-11-08,2022-11-08,17138,Paid
P010758,L4177,2021-05-15,2021-05-25,12502,Delayed
P010759,L4325,2021-04-06,2021-04-26,42583,Delayed
P010760,L3684,2020-06-28,2020-07-18,19537,Delayed
P010761,L4348,2021-05-11,2021-05-16,25168,Delayed
P010762,L4705,2020-10-02,2020-10-02,8515,Paid
P010763,L8463,2020-07-19,2020-08-08,19530,Delayed
P010764,L4764,2020-11-14,2020-11-19,15497,Delayed
P010765,L8207,2020-12-21,2021-01-10,3663,Delayed
P010766,L3494,2020-01-13,,45456,Missed
P010767,L3727,2021-01-19,2021-01-29,27596,Delayed
P010768,L3768,2021-03-31,2021-03-31,25491,Paid
P010769,L7355,2022-06-12,2022-06-17,45718,Delayed
P010770,L7127,2020-09-18,2020-09-18,10227,Paid
P010771,L8690,2020-06-15,2020-06-25,33801,Delayed
P010772,L4636,2022-08-29,2022-09-08,46349,Delayed
P010773,L6823,2021-02-06,2021-02-06,47351,Paid
P010774,L3373,2021-11-21,2021-11-26,10335,Delayed
P010775,L8119,2021-11-16,2021-11-21,39403,Delayed
P010776,L0279,2021-09-25,2021-09-25,20998,Paid
P010777,L0433,2022-09-03,2022-09-03,22130,Paid
P010778,L4595,2021-07-23,2021-07-28,8387,Delayed
P010779,L0130,2022-11-20,2022-11-20,18019,Paid
P010780,L3454,2021-02-21,2021-02-21,3142,Paid
P010781,L6437,2021-03-21,,30866,Missed
P010782,L3073,2022-04-10,2022-04-10,34500,Paid
P010783,L6304,2020-05-04,2020-05-09,29767,Delayed
P010784,L2475,2021-03-22,2021-03-27,25014,Delayed
P010785,L2143,2020-08-24,2020-08-24,10951,Paid
P010786,L4789,2023-01-03,,38922,Missed
P010787,L4247,2021-03-18,,47936,Missed
P010788,L1942,2023-03-24,2023-03-24,23171,Paid
P010789,L2703,2022-08-07,2022-08-07,48813,Paid
P010790,L4915,2023-12-16,2023-12-16,2206,Paid
P010791,L7891,2020-05-04,2020-05-04,5897,Paid
P010792,L5101,2023-04-02,2023-04-02,42786,Paid
P010793,L3894,2021-07-15,,22875,Missed
P010794,L3242,2023-11-10,2023-11-10,40745,Paid
P010795,L1929,2021-04-14,2021-04-14,14271,Paid
P010796,L3919,2021-09-06,2021-09-11,13917,Delayed
P010797,L4146,2021-05-02,2021-05-12,19518,Delayed
P010798,L4112,2021-05-05,2021-05-15,10344,Delayed
P010799,L0707,2023-12-27,,49147,Missed
P010800,L7603,2020-07-29,2020-08-18,40848,Delayed
P010801,L6665,2020-10-31,2020-11-10,36203,Delayed
P010802,L4459,2022-06-14,2022-06-14,1394,Paid
P010803,L2459,2021-03-29,2021-04-08,9262,Delayed
P010804,L7716,2020-05-29,2020-05-29,21291,Paid
P010805,L8666,2021-07-12,2021-07-12,23443,Paid
P010806,L8707,2021-03-27,2021-04-06,22616,Delayed
P010807,L5673,2023-07-23,2023-07-23,45227,Paid
P010808,L3646,2021-10-13,2021-10-18,18792,Delayed
P010809,L3384,2022-05-23,2022-05-23,27517,Paid
P010810,L5612,2023-12-18,2023-12-23,42756,Delayed
P010811,L5967,2020-01-21,2020-01-21,11190,Paid
P010812,L3165,2020-11-17,2020-11-27,14642,Delayed
P010813,L8094,2020-09-18,,8612,Missed
P010814,L1730,2020-10-21,2020-10-21,25411,Paid
P010815,L0694,2023-07-07,2023-07-12,41605,Delayed
P010816,L1430,2020-04-21,2020-04-21,25953,Paid
P010817,L8095,2021-11-01,2021-11-01,31171,Paid
P010818,L6760,2022-09-09,2022-09-09,19163,Paid
P010819,L3768,2021-11-03,2021-11-23,45135,Delayed
P010820,L2211,2022-03-19,,42845,Missed
P010821,L0373,2020-11-15,2020-11-25,5800,Delayed
P010822,L3979,2020-04-14,2020-04-24,32497,Delayed
P010823,L0157,2023-02-07,2023-02-12,46880,Delayed
P010824,L5017,2022-08-17,2022-09-06,8996,Delayed
P010825,L1393,2021-10-30,2021-11-09,38976,Delayed
P010826,L4224,2022-04-15,2022-04-15,28912,Paid
P010827,L4634,2022-08-08,2022-08-08,16742,Paid
P010828,L0371,2022-01-04,2022-01-04,31757,Paid
P010829,L6032,2022-06-09,2022-06-19,43440,Delayed
P010830,L6136,2020-04-10,2020-04-15,46969,Delayed
P010831,L8160,2021-10-25,2021-10-25,17107,Paid
P010832,L1311,2022-05-08,2022-05-18,45153,Delayed
P010833,L8922,2023-02-11,2023-02-11,10651,Paid
P010834,L1388,2023-01-09,2023-01-29,13920,Delayed
P010835,L8534,2022-11-23,2022-11-23,2668,Paid
P010836,L1277,2024-01-07,2024-01-07,49891,Paid
P010837,L4258,2022-08-16,,36989,Missed
P010838,L5904,2021-01-22,2021-01-22,12576,Paid
P010839,L1855,2023-06-11,2023-06-21,43681,Delayed
P010840,L4683,2023-01-25,2023-01-25,11914,Paid
P010841,L3155,2020-10-21,,30428,Missed
P010842,L0141,2023-10-21,2023-10-21,39476,Paid
P010843,L8085,2022-10-26,,5591,Missed
P010844,L6560,2020-06-01,2020-06-11,49303,Delayed
P010845,L0465,2021-04-08,2021-04-08,33506,Paid
P010846,L7171,2020-02-20,2020-02-20,2064,Paid
P010847,L2396,2022-02-27,2022-02-27,21651,Paid
P010848,L8941,2023-01-31,2023-01-31,28365,Paid
P010849,L3121,2021-02-11,2021-02-16,12169,Delayed
P010850,L3470,2023-06-09,2023-06-09,43012,Paid
P010851,L5923,2020-12-02,2020-12-02,11411,Paid
P010852,L8094,2022-05-27,2022-06-06,29621,Delayed
P010853,L6786,2020-12-05,2020-12-05,38672,Paid
P010854,L4403,2021-09-17,2021-09-17,16130,Paid
P010855,L1655,2021-12-23,2021-12-23,38673,Paid
P010856,L1562,2022-02-08,2022-02-08,25361,Paid
P010857,L4533,2022-06-01,2022-06-01,16731,Paid
P010858,L2486,2024-01-28,,25312,Missed
P010859,L4005,2020-04-25,2020-04-25,38116,Paid
P010860,L0125,2024-02-04,2024-02-04,11789,Paid
P010861,L3759,2023-01-24,2023-02-13,34841,Delayed
P010862,L2570,2020-12-28,2021-01-02,37237,Delayed
P010863,L1174,2022-01-09,2022-01-19,19998,Delayed
P010864,L8978,2020-10-20,,4543,Missed
P010865,L1401,2023-05-31,,38497,Missed
P010866,L7007,2022-07-15,2022-07-15,17755,Paid
P010867,L8142,2023-06-22,2023-06-22,29580,Paid
P010868,L4552,2020-04-08,2020-04-08,46840,Paid
P010869,L4308,2022-08-16,2022-08-21,13826,Delayed
P010870,L3320,2022-09-28,2022-09-28,31644,Paid
P010871,L7909,2020-09-18,2020-09-18,49617,Paid
P010872,L6669,2022-08-02,2022-08-02,9123,Paid
P010873,L0906,2020-02-19,2020-02-29,12498,Delayed
P010874,L6063,2020-12-30,2021-01-19,15633,Delayed
P010875,L3774,2020-05-29,2020-06-08,19475,Delayed
P010876,L6460,2021-04-07,2021-04-07,25461,Paid
P010877,L7999,2022-11-01,,15917,Missed
P010878,L2533,2023-01-11,2023-01-11,43760,Paid
P010879,L7818,2023-10-10,2023-10-20,3795,Delayed
P010880,L1493,2021-05-07,2021-05-07,36152,Paid
P010881,L4837,2022-10-22,2022-10-22,19806,Paid
P010882,L0368,2020-09-04,2020-09-24,25935,Delayed
P010883,L5232,2021-07-04,2021-07-09,21518,Delayed
P010884,L0368,2021-11-16,2021-11-21,39729,Delayed
P010885,L4180,2022-08-02,2022-08-12,1850,Delayed
P010886,L3508,2022-05-20,,24701,Missed
P010887,L3883,2020-06-17,2020-06-17,42522,Paid
P010888,L4946,2023-12-20,2023-12-20,15060,Paid
P010889,L0673,2020-11-12,,10105,Missed
P010890,L1557,2022-01-27,,33689,Missed
P010891,L8124,2023-02-01,,16971,Missed
P010892,L1515,2020-08-06,2020-08-11,8125,Delayed
P010893,L2122,2020-09-09,,46031,Missed
P010894,L3262,2020-10-01,2020-10-01,27345,Paid
P010895,L6293,2021-10-28,2021-11-02,46748,Delayed
P010896,L6497,2022-04-28,2022-04-28,4684,Paid
P010897,L7419,2020-12-03,2020-12-23,39373,Delayed
P010898,L1646,2023-11-23,2023-11-23,46578,Paid
P010899,L2095,2021-12-02,2021-12-07,42965,Delayed
P010900,L4957,2023-08-17,2023-08-17,23576,Paid
P010901,L8402,2023-09-09,2023-09-29,37667,Delayed
P010902,L0041,2020-02-24,,45513,Missed
P010903,L4803,2023-03-23,2023-03-23,48510,Paid
P010904,L5792,2023-03-14,2023-03-14,2689,Paid
P010905,L4850,2023-08-20,2023-09-09,49096,Delayed
P010906,L3347,2023-09-05,2023-09-05,38992,Paid
P010907,L4704,2023-11-23,2023-11-23,12307,Paid
P010908,L4492,2023-12-14,2023-12-14,48817,Paid
P010909,L8172,2021-10-04,2021-10-14,44524,Delayed
P010910,L0163,2020-09-19,2020-09-19,6205,Paid
P010911,L3366,2023-08-26,2023-08-26,1573,Paid
P010912,L5483,2021-07-12,2021-07-17,38238,Delayed
P010913,L2422,2023-03-18,2023-03-18,30485,Paid
P010914,L5747,2020-01-15,2020-01-15,16496,Paid
P010915,L5186,2021-04-04,2021-04-24,6782,Delayed
P010916,L8731,2021-04-20,2021-04-30,15150,Delayed
P010917,L4417,2023-03-11,2023-03-11,14182,Paid
P010918,L6636,2022-01-21,2022-01-26,18782,Delayed
P010919,L7320,2021-11-28,2021-12-08,20130,Delayed
P010920,L0408,2021-04-24,2021-05-04,41768,Delayed
P010921,L2993,2023-02-24,2023-02-24,38640,Paid
P010922,L3841,2021-07-26,2021-07-31,29642,Delayed
P010923,L0028,2021-07-24,2021-07-29,33291,Delayed
P010924,L3690,2022-03-29,2022-04-03,42373,Delayed
P010925,L6599,2023-12-23,2023-12-23,6732,Paid
P010926,L7716,2023-10-08,,38553,Missed
P010927,L3395,2020-12-01,2020-12-01,36930,Paid
P010928,L1690,2023-02-24,2023-02-24,28871,Paid
P010929,L0381,2020-12-11,2020-12-11,1040,Paid
P010930,L4615,2024-02-06,2024-02-26,22655,Delayed
P010931,L6613,2024-01-23,2024-01-28,18097,Delayed
P010932,L7436,2021-09-26,2021-09-26,47639,Paid
P010933,L5993,2021-12-28,2022-01-17,33366,Delayed
P010934,L2892,2021-01-22,2021-02-01,36587,Delayed
P010935,L2813,2020-05-17,2020-05-17,7850,Paid
P010936,L0418,2023-03-16,2023-03-16,40693,Paid
P010937,L0258,2023-03-20,,31879,Missed
P010938,L7882,2020-02-19,2020-02-19,12698,Paid
P010939,L4712,2023-02-01,2023-02-01,21852,Paid
P010940,L8148,2022-08-24,2022-09-13,8624,Delayed
P010941,L6878,2020-09-17,2020-09-17,33273,Paid
P010942,L1917,2020-03-30,2020-04-19,4742,Delayed
P010943,L7702,2023-09-06,2023-09-06,49940,Paid
P010944,L0200,2024-01-18,2024-01-18,38690,Paid
P010945,L2900,2020-08-27,2020-08-27,13298,Paid
P010946,L6689,2022-06-20,2022-06-20,41566,Paid
P010947,L2080,2021-05-12,2021-05-12,17428,Paid
P010948,L4518,2020-07-25,2020-07-25,43536,Paid
P010949,L7023,2022-07-13,,3389,Missed
P010950,L0575,2022-01-24,2022-01-24,38269,Paid
P010951,L3864,2020-12-19,2020-12-24,48658,Delayed
P010952,L7773,2021-04-28,2021-05-08,49970,Delayed
P010953,L8964,2021-07-26,2021-08-15,33149,Delayed
P010954,L8263,2021-05-23,,20407,Missed
P010955,L8225,2021-04-23,2021-04-28,3482,Delayed
P010956,L7903,2021-08-27,,28418,Missed
P010957,L4458,2023-08-10,2023-08-10,43404,Paid
P010958,L6114,2022-06-04,2022-06-24,21522,Delayed
P010959,L1728,2023-03-01,2023-03-01,33790,Paid
P010960,L1262,2023-08-14,2023-08-14,28711,Paid
P010961,L1883,2021-08-29,2021-09-18,45267,Delayed
P010962,L8338,2021-08-25,2021-08-25,5471,Paid
P010963,L7454,2023-01-14,2023-02-03,2887,Delayed
P010964,L4383,2023-04-09,2023-04-09,22144,Paid
P010965,L4488,2022-06-02,2022-06-02,32328,Paid
P010966,L7830,2021-12-14,2021-12-24,1338,Delayed
P010967,L5225,2022-05-13,2022-05-13,25557,Paid
P010968,L2386,2020-09-26,2020-09-26,26857,Paid
P010969,L8825,2020-10-31,2020-11-10,23931,Delayed
P010970,L2442,2020-02-02,,43457,Missed
P010971,L8356,2023-01-20,2023-02-09,3884,Delayed
P010972,L4949,2020-09-19,,5651,Missed
P010973,L5905,2020-01-13,2020-02-02,16399,Delayed
P010974,L0196,2020-05-03,2020-05-23,48732,Delayed
P010975,L6919,2020-08-10,2020-08-20,36897,Delayed
P010976,L1670,2023-08-08,2023-08-18,12833,Delayed
P010977,L3778,2021-09-01,2021-09-06,36508,Delayed
P010978,L3459,2022-01-02,2022-01-12,20829,Delayed
P010979,L1452,2022-02-23,2022-02-28,27983,Delayed
P010980,L5098,2023-11-10,2023-11-20,39435,Delayed
P010981,L8450,2020-02-20,2020-02-20,20863,Paid
P010982,L3356,2020-11-16,2020-11-16,28534,Paid
P010983,L7744,2023-07-13,2023-07-18,19864,Delayed
P010984,L5770,2023-06-30,2023-07-10,42481,Delayed
P010985,L5019,2022-08-08,2022-08-13,3362,Delayed
