loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,approval_status,loan_start_date
L1394,C2134,Home Loan,953814,16,12,Approved,2020-11-26
L1395,C0425,Home Loan,1486828,7.97,24,Approved,2022-03-01
L1396,C4609,Home Loan,1054779,15.1,240,Approved,2022-09-17
L1397,C3525,Home Loan,3560913,13.44,240,Approved,2021-01-26
L1398,C1058,Home Loan,1539526,8.94,24,Rejected,2019-11-09
L1399,C4150,Vehicle Loan,554781,13.64,36,Approved,2021-07-08
L1400,C4443,Vehicle Loan,1065471,9.81,120,Approved,2020-03-13
L1401,C0058,Education Loan,4150267,8.74,12,Approved,2020-06-11
L1402,C3248,Personal Loan,224632,13.28,120,Approved,2019-03-22
L1403,C0660,Education Loan,509966,16.33,60,Approved,2020-10-08
L1404,C3347,Vehicle Loan,2342080,17.09,120,Approved,2023-01-31
L1405,C6897,Education Loan,3756492,13.88,60,Approved,2022-03-03
L1406,C1967,Vehicle Loan,1005531,10.03,120,Approved,2019-06-18
L1407,C1492,Education Loan,2865068,15.53,36,Approved,2019-12-25
L1408,C1681,Vehicle Loan,3731640,14.62,24,Approved,2019-09-12
L1409,C2681,Home Loan,3317732,14.9,36,Approved,2021-02-08
L1410,C4953,Personal Loan,418197,7.8,120,Approved,2020-05-28
L1411,C6088,Education Loan,4498058,11.57,60,Approved,2019-02-28
L1412,C6509,Personal Loan,4820121,10.13,36,Approved,2019-10-31
L1413,C6778,Education Loan,1742094,8.56,36,Approved,2021-05-02
L1414,C6201,Home Loan,922566,15.15,240,Approved,2019-10-26
L1415,C5471,Home Loan,401547,11.77,36,Approved,2020-08-30
L1416,C5091,Personal Loan,859539,12.13,24,Approved,2021-09-11
L1417,C4975,Education Loan,2464023,14.23,12,Approved,2020-06-21
L1418,C2460,Personal Loan,4644219,12.52,36,Approved,2021-06-15
L1419,C2048,Education Loan,642785,11.36,60,Approved,2022-07-01
L1420,C0504,Education Loan,499966,14.67,240,Rejected,2022-11-15
L1421,C6539,Vehicle Loan,1760940,13.93,24,Approved,2022-05-07
L1422,C6479,Personal Loan,4800236,8.65,36,Rejected,2019-02-04
L1423,C4261,Vehicle Loan,4797526,9.51,24,Rejected,2019-05-25
L1424,C2168,Vehicle Loan,1390180,14.22,24,Approved,2020-02-17
L1425,C6614,Home Loan,4718424,17.9,12,Approved,2021-11-29
L1426,C0501,Home Loan,1650807,9.16,24,Approved,2020-02-17
L1427,C0630,Vehicle Loan,1478651,16.67,36,Approved,2022-04-14
L1428,C2338,Vehicle Loan,617214,11.43,36,Approved,2020-11-02
L1429,C5498,Education Loan,3546120,14.67,60,Approved,2022-02-18
L1430,C2063,Education Loan,2209291,17.64,24,Approved,2020-07-15
L1431,C1767,Education Loan,487571,12.57,12,Approved,2019-10-16
L1432,C3658,Personal Loan,356401,17.77,240,Approved,2020-02-22
L1433,C1243,Education Loan,758504,12.42,12,Approved,2021-02-11
L1434,C1797,Personal Loan,1864831,8.73,24,Approved,2019-12-30
L1435,C2092,Personal Loan,4254114,9.74,240,Rejected,2021-10-09
L1436,C3414,Vehicle Loan,4181786,16.27,36,Approved,2022-04-16
L1437,C2569,Home Loan,2999088,14.86,240,Approved,2022-08-01
L1438,C2027,Vehicle Loan,4861762,13.38,240,Approved,2019-02-15
L1439,C6875,Personal Loan,4479744,14.74,24,Approved,2021-01-09
L1440,C2789,Education Loan,4611094,12.82,60,Approved,2023-02-03
L1441,C3526,Education Loan,2221224,17.05,120,Approved,2022-09-17
L1442,C0782,Home Loan,564770,17.42,36,Approved,2023-01-05
L1443,C3274,Vehicle Loan,1774931,12.69,240,Approved,2022-02-16
L1444,C2498,Vehicle Loan,2224974,15.19,240,Approved,2021-10-11
L1445,C4968,Personal Loan,4222558,8.91,60,Rejected,2021-09-15
L1446,C5487,Vehicle Loan,3041112,17.14,60,Approved,2019-03-23
L1447,C4826,Education Loan,644769,11.67,240,Rejected,2019-11-05
L1448,C3031,Personal Loan,104573,8.53,36,Approved,2021-09-05
L1449,C2648,Education Loan,4685046,14.2,240,Rejected,2022-11-05
L1450,C4965,Home Loan,3748182,14.34,12,Approved,2020-03-07
L1451,C5502,Vehicle Loan,2229746,15.76,240,Approved,2021-11-06
L1452,C5792,Education Loan,1955890,7.95,240,Approved,2023-02-03
L1453,C1966,Vehicle Loan,668552,14.05,60,Approved,2021-11-29
L1454,C4672,Vehicle Loan,4814055,11.26,36,Approved,2022-05-30
L1455,C3555,Personal Loan,1409440,10.3,36,Approved,2021-12-22
L1456,C0455,Home Loan,1210401,13.48,24,Rejected,2021-01-09
L1457,C6509,Vehicle Loan,4685683,8.82,120,Rejected,2022-02-23
L1458,C2578,Education Loan,1094824,7.88,12,Approved,2021-08-14
L1459,C2249,Vehicle Loan,2314739,10.62,36,Approved,2020-07-25
L1460,C0700,Home Loan,2605627,17.41,60,Approved,2022-06-23
L1461,C5599,Vehicle Loan,2179966,13.02,24,Approved,2022-07-19
L1462,C6820,Vehicle Loan,1207029,13.4,24,Approved,2020-11-21
L1463,C5916,Home Loan,4993649,11.66,12,Approved,2020-07-21
L1464,C6529,Home Loan,1051209,12.68,12,Approved,2022-01-16
L1465,C4006,Personal Loan,2747529,9.6,60,Rejected,2022-07-20
L1466,C6202,Education Loan,2595867,15.55,12,Approved,2020-07-01
L1467,C0549,Home Loan,2389639,11.93,240,Approved,2022-01-23
L1468,C0813,Personal Loan,4052471,9.05,24,Approved,2021-01-12
L1469,C1297,Education Loan,902720,13.52,24,Approved,2019-03-27
L1470,C1677,Personal Loan,151990,14.31,12,Rejected,2022-05-16
L1471,C5802,Personal Loan,1051606,17.51,60,Approved,2021-02-16
L1472,C3947,Vehicle Loan,2978920,17.12,240,Approved,2020-12-15
L1473,C2689,Home Loan,337565,11.95,60,Approved,2019-05-08
L1474,C1963,Personal Loan,2378883,10.7,24,Approved,2021-03-08
L1475,C3763,Personal Loan,4628113,9.27,12,Approved,2022-11-02
L1476,C3984,Home Loan,1860497,17.25,120,Approved,2019-05-25
L1477,C3751,Vehicle Loan,3119563,14.93,240,Approved,2023-01-15
L1478,C5397,Home Loan,959567,16.09,24,Approved,2022-05-12
L1479,C4830,Education Loan,111881,13.79,24,Approved,2019-06-10
L1480,C5729,Home Loan,4031540,13.5,120,Approved,2019-12-31
L1481,C1740,Home Loan,4435434,12.87,120,Approved,2019-01-23
L1482,C5073,Vehicle Loan,3281242,16.06,120,Approved,2020-05-11
L1483,C3965,Home Loan,1737858,12.59,36,Rejected,2020-12-06
L1484,C3066,Personal Loan,3665220,10.58,60,Approved,2021-10-20
L1485,C5175,Vehicle Loan,1745481,10.21,36,Approved,2022-05-15
L1486,C2046,Education Loan,459351,15.71,240,Approved,2020-08-24
L1487,C6067,Personal Loan,130227,14.73,24,Approved,2022-04-03
L1488,C4788,Education Loan,1649455,16.27,240,Approved,2021-06-08
L1489,C5933,Home Loan,230301,17.31,120,Approved,2022-04-09
L1490,C1080,Education Loan,4754395,10.8,120,Approved,2021-05-28
L1491,C6586,Personal Loan,3263701,16.37,240,Rejected,2022-09-11
L1492,C6291,Home Loan,1778504,12.12,60,Approved,2022-05-03
L1493,C6557,Education Loan,4329861,16.4,120,Approved,2022-03-04
L1494,C1409,Home Loan,3211386,10.78,36,Approved,2022-08-01
L1495,C3697,Vehicle Loan,1218813,14.99,12,Approved,2020-01-29
L1496,C2820,Home Loan,3661261,8.61,120,Rejected,2020-04-23
L1497,C4439,Vehicle Loan,672401,12.32,24,Approved,2020-12-23
L1498,C3401,Education Loan,4064798,12.91,36,Approved,2019-11-22
L1499,C6776,Education Loan,679231,9.42,120,Approved,2022-07-07
L1500,C6896,Vehicle Loan,3479807,13.1,36,Approved,2020-03-01
L1501,C2757,Home Loan,2757981,15.01,36,Approved,2022-10-28
L1502,C2436,Home Loan,4076519,10.52,36,Approved,2020-10-22
L1503,C3708,Education Loan,2419258,13.82,240,Approved,2019-05-03
L1504,C2688,Education Loan,767528,9.15,60,Approved,2022-09-28
L1505,C6247,Home Loan,2552277,9.28,36,Approved,2019-10-06
L1506,C6772,Education Loan,2913607,16.59,240,Approved,2021-01-02
L1507,C3993,Education Loan,646048,9.85,60,Approved,2022-01-14
L1508,C6671,Education Loan,1218887,16.32,60,Approved,2021-05-17
L1509,C6322,Vehicle Loan,2239144,15.65,240,Approved,2022-08-07
L1510,C1213,Education Loan,4049400,13.86,60,Approved,2021-02-02
L1511,C5733,Home Loan,3915802,9.35,240,Approved,2021-12-06
L1512,C6374,Personal Loan,1737602,15.52,240,Approved,2022-09-01
L1513,C2516,Vehicle Loan,1024989,11.86,12,Approved,2019-12-02
L1514,C0863,Vehicle Loan,4864816,8.6,60,Approved,2022-09-15
L1515,C0110,Home Loan,2827723,17.71,120,Approved,2022-02-25
L1516,C4196,Personal Loan,3010815,10.14,24,Approved,2022-04-16
L1517,C2109,Home Loan,2645888,10.1,60,Approved,2022-12-14
L1518,C5233,Home Loan,4737701,13.44,12,Approved,2021-12-11
L1519,C0555,Home Loan,4722854,11.59,36,Rejected,2020-06-30
L1520,C4261,Vehicle Loan,4225775,7.69,36,Approved,2022-06-13
L1521,C6768,Education Loan,4519017,16.02,120,Approved,2021-06-14
L1522,C5343,Education Loan,1952625,8.54,36,Approved,2021-11-05
L1523,C0900,Personal Loan,4623636,16.66,60,Approved,2020-08-15
L1524,C5514,Vehicle Loan,1970369,11.6,240,Approved,2019-09-15
L1525,C1972,Home Loan,1808234,15.95,120,Approved,2022-03-20
L1526,C2414,Vehicle Loan,4501758,10.04,120,Rejected,2022-09-29
L1527,C3887,Personal Loan,2968789,7.77,12,Approved,2020-09-13
L1528,C6595,Education Loan,3487518,14.94,120,Approved,2021-04-26
L1529,C1491,Personal Loan,2932984,12.67,36,Approved,2022-09-21
L1530,C1296,Home Loan,1635756,10.33,60,Approved,2023-01-10
L1531,C3953,Home Loan,2085852,16.44,12,Approved,2019-09-05
L1532,C1160,Vehicle Loan,3526530,14.56,120,Approved,2021-09-07
L1533,C6159,Education Loan,1765743,9.07,24,Approved,2022-02-14
L1534,C5335,Personal Loan,1091344,12.9,60,Rejected,2019-03-21
L1535,C2718,Home Loan,4078633,16.68,36,Approved,2020-06-09
L1536,C2464,Education Loan,4620807,9.96,120,Approved,2019-06-20
L1537,C5580,Education Loan,3898620,17,12,Approved,2020-11-05
L1538,C1915,Education Loan,4872977,14.07,36,Approved,2019-05-18
L1539,C1827,Education Loan,3054010,13.52,12,Rejected,2019-01-02
L1540,C0855,Personal Loan,127702,11.75,60,Approved,2022-03-20
L1541,C4621,Vehicle Loan,4328893,13.89,240,Approved,2019-08-24
L1542,C4004,Home Loan,933737,15.45,24,Rejected,2022-03-01
L1543,C3311,Education Loan,359108,10.36,240,Approved,2022-08-04
L1544,C2985,Home Loan,2088403,11.77,60,Rejected,2020-08-09
L1545,C0781,Vehicle Loan,1710055,8.52,12,Approved,2019-11-14
L1546,C3345,Home Loan,2819551,16.41,60,Rejected,2022-03-20
L1547,C1576,Vehicle Loan,4659188,8.5,120,Approved,2022-01-20
L1548,C1639,Home Loan,3190804,14.68,12,Approved,2020-10-24
L1549,C3222,Vehicle Loan,255675,10.29,240,Rejected,2019-03-21
L1550,C2170,Vehicle Loan,2941961,15.67,24,Approved,2022-11-16
L1551,C0626,Home Loan,4087226,15.45,60,Approved,2020-05-28
L1552,C5405,Vehicle Loan,3061482,7.65,24,Approved,2019-09-05
L1553,C6049,Education Loan,2541025,16.9,120,Approved,2019-02-17
L1554,C2620,Education Loan,545159,17.64,24,Rejected,2021-12-08
L1555,C3969,Home Loan,3684844,15.89,36,Approved,2022-02-04
L1556,C5619,Personal Loan,1390133,14.34,12,Approved,2020-01-06
L1557,C4653,Personal Loan,3294146,8.87,12,Approved,2019-11-09
L1558,C5081,Education Loan,4853542,17.39,36,Approved,2021-05-17
L1559,C1747,Personal Loan,1225430,15.72,36,Approved,2021-08-23
L1560,C6885,Vehicle Loan,375491,9.39,60,Approved,2019-11-07
L1561,C0034,Home Loan,955585,13.26,240,Approved,2022-05-30
L1562,C5084,Home Loan,1205151,12.01,24,Approved,2019-12-22
L1563,C5194,Vehicle Loan,708642,11.29,12,Approved,2022-07-28
L1564,C1817,Home Loan,1661676,12.29,12,Approved,2019-09-01
L1565,C5733,Education Loan,2238324,9.51,60,Rejected,2020-06-27
L1566,C5223,Personal Loan,1783396,17.72,120,Approved,2021-10-27
L1567,C1417,Home Loan,4863010,9.72,240,Approved,2021-07-15
L1568,C1246,Vehicle Loan,2551112,13.11,240,Approved,2021-12-30
L1569,C1868,Personal Loan,3969020,14.66,60,Approved,2021-09-20
L1570,C0409,Education Loan,3643094,14.37,240,Approved,2022-04-17
L1571,C4229,Personal Loan,4386757,10.78,60,Approved,2020-07-28
L1572,C2844,Education Loan,2516237,14.93,240,Approved,2022-04-03
L1573,C0013,Home Loan,4008282,14.87,24,Approved,2019-04-30
L1574,C4143,Vehicle Loan,2455291,10.67,36,Approved,2020-01-13
L1575,C0328,Education Loan,106697,9.95,36,Rejected,2022-07-02
L1576,C3959,Personal Loan,4774246,7.99,24,Approved,2019-09-17
L1577,C4984,Personal Loan,2341826,14.46,120,Rejected,2020-12-13
L1578,C4973,Vehicle Loan,4518812,17.09,36,Rejected,2022-03-11
L1579,C1463,Personal Loan,4314224,12.13,36,Approved,2021-04-19
L1580,C4334,Home Loan,3535520,12.26,240,Approved,2022-12-25
L1581,C2781,Personal Loan,213040,8.06,36,Approved,2019-06-24
L1582,C6752,Personal Loan,2624793,13.41,36,Approved,2019-09-17
L1583,C0587,Vehicle Loan,1533935,10.96,36,Approved,2023-02-03
L1584,C2034,Personal Loan,3914467,16.89,240,Approved,2019-12-25
L1585,C5481,Education Loan,1960330,11.17,240,Approved,2020-03-07
L1586,C3412,Personal Loan,287536,14.28,36,Approved,2022-11-26
L1587,C0652,Education Loan,1270404,12.77,60,Approved,2020-07-09
L1588,C2828,Personal Loan,2231098,16.2,240,Approved,2019-12-29
L1589,C1733,Education Loan,2301083,14.94,12,Approved,2019-02-23
L1590,C4616,Education Loan,1177336,7.72,24,Approved,2021-11-02
L1591,C4975,Home Loan,2248306,17.29,240,Rejected,2020-10-24
L1592,C2131,Personal Loan,243104,9.37,36,Approved,2020-08-20
L1593,C4176,Personal Loan,1828760,8.45,120,Approved,2021-09-22
L1594,C5294,Home Loan,1292091,10.63,36,Approved,2021-01-30
L1595,C5035,Home Loan,3521938,17.89,24,Approved,2020-08-08
L1596,C5452,Vehicle Loan,4368068,15.26,60,Approved,2021-10-05
L1597,C1766,Personal Loan,3907909,13.88,120,Approved,2020-07-08
L1598,C3672,Personal Loan,1182906,16.56,240,Approved,2021-02-05
L1599,C2437,Vehicle Loan,749378,15.2,12,Rejected,2021-04-05
L1600,C6340,Home Loan,1881312,16.21,240,Approved,2020-10-28
L1601,C3130,Home Loan,1073647,15.64,12,Approved,2021-02-22
L1602,C6282,Home Loan,3374039,14.85,12,Approved,2020-05-23
L1603,C6907,Education Loan,3776320,12.96,24,Rejected,2020-11-05
L1604,C2652,Education Loan,562788,10.51,240,Approved,2019-04-19
L1605,C4410,Personal Loan,123873,9.83,12,Approved,2020-01-04
L1606,C2738,Vehicle Loan,4036524,12.48,12,Approved,2020-05-29
L1607,C6182,Personal Loan,370058,17.79,24,Approved,2019-11-07
L1608,C2246,Personal Loan,835154,14.82,60,Approved,2020-05-14
L1609,C3915,Home Loan,1862464,14.65,240,Approved,2019-05-04
L1610,C6824,Home Loan,1289261,15.71,24,Rejected,2022-05-22
L1611,C2165,Vehicle Loan,2886823,17.45,36,Approved,2022-09-10
L1612,C3016,Home Loan,2401254,11.01,12,Approved,2019-03-20
L1613,C0028,Personal Loan,2632132,8.54,60,Approved,2022-12-02
L1614,C2748,Education Loan,3875969,17.58,36,Approved,2019-10-17
L1615,C6753,Vehicle Loan,2081744,7.72,60,Rejected,2020-10-19
L1616,C6106,Vehicle Loan,1955766,16.51,240,Approved,2019-04-16
L1617,C0984,Education Loan,2879386,11.56,36,Approved,2019-04-15
L1618,C1914,Personal Loan,2376485,15.75,36,Approved,2022-12-11
L1619,C2510,Vehicle Loan,1718563,16.84,12,Approved,2021-07-27
L1620,C5716,Personal Loan,1727899,12.05,120,Approved,2020-06-06
L1621,C6057,Education Loan,219434,14.87,36,Approved,2020-12-14
L1622,C3696,Home Loan,3641577,16.02,36,Approved,2021-04-19
L1623,C0602,Education Loan,2567247,7.96,36,Approved,2020-02-12
L1624,C2163,Personal Loan,506636,12.02,36,Approved,2022-10-04
L1625,C5841,Home Loan,2308994,7.73,36,Rejected,2020-05-27
L1626,C6147,Home Loan,4840914,8.13,36,Approved,2022-07-13
L1627,C1507,Personal Loan,2547079,12.95,24,Approved,2021-11-17
L1628,C5037,Personal Loan,1748005,11.18,12,Rejected,2019-06-17
L1629,C1951,Vehicle Loan,626207,11.04,120,Approved,2023-01-29
L1630,C6524,Vehicle Loan,3138204,10.77,36,Approved,2020-05-07
L1631,C3288,Vehicle Loan,3625767,9.12,240,Rejected,2021-02-05
L1632,C4225,Home Loan,2482631,13.23,36,Approved,2023-01-08
L1633,C6180,Personal Loan,370065,8.98,60,Approved,2021-12-19
L1634,C3758,Vehicle Loan,2661420,12.23,120,Approved,2022-10-18
L1635,C4042,Home Loan,599060,15.76,60,Approved,2019-05-19
L1636,C0643,Vehicle Loan,998502,17.02,240,Approved,2019-10-16
L1637,C6190,Education Loan,2307615,17.25,240,Rejected,2020-06-18
L1638,C3932,Education Loan,3705259,12.08,36,Rejected,2019-05-09
L1639,C1241,Home Loan,793659,13.2,60,Approved,2021-03-03
L1640,C2890,Personal Loan,4610314,17.97,24,Approved,2022-05-30
L1641,C6226,Home Loan,3124320,15.17,120,Approved,2022-01-17
L1642,C6031,Personal Loan,661892,11.94,60,Approved,2020-09-04
L1643,C1266,Education Loan,3432067,14.77,120,Approved,2022-06-25
L1644,C1153,Personal Loan,4843488,14.37,36,Approved,2019-03-30
L1645,C6433,Education Loan,2961982,8.75,36,Approved,2021-02-06
L1646,C1356,Personal Loan,1165262,17.45,12,Approved,2020-05-05
L1647,C4588,Education Loan,878167,8.93,60,Approved,2020-12-28
L1648,C6720,Personal Loan,2239765,9.36,240,Approved,2020-12-30
L1649,C2259,Personal Loan,3392777,12.7,120,Approved,2020-03-27
L1650,C1631,Personal Loan,1865387,9.12,60,Approved,2020-11-17
L1651,C6491,Home Loan,2127640,12.47,120,Approved,2019-10-26
L1652,C5807,Education Loan,4890351,11.45,60,Approved,2022-03-27
L1653,C4982,Vehicle Loan,4500109,14.66,12,Approved,2020-08-10
L1654,C0546,Home Loan,4752072,16.27,24,Approved,2022-02-26
L1655,C0873,Home Loan,2660216,17.78,60,Approved,2022-03-09
L1656,C0075,Vehicle Loan,76525,14.67,60,Rejected,2020-08-17
L1657,C1051,Personal Loan,653700,8.19,24,Approved,2022-11-12
L1658,C6970,Personal Loan,3935119,9.73,36,Approved,2020-02-25
L1659,C5773,Personal Loan,1335112,13.09,240,Approved,2019-02-23
L1660,C6773,Education Loan,2010740,17.35,240,Approved,2021-03-11
L1661,C0978,Vehicle Loan,2165122,8.56,24,Approved,2019-10-17
L1662,C4282,Home Loan,4127344,13.4,12,Approved,2023-01-02
L1663,C2934,Education Loan,4636523,11.8,24,Approved,2019-09-16
L1664,C5216,Home Loan,234772,8.54,36,Approved,2021-08-22
L1665,C1185,Personal Loan,4620096,15.1,36,Approved,2019-05-02
L1666,C0901,Home Loan,1765869,15.21,60,Approved,2020-04-25
L1667,C6246,Home Loan,4165701,12.47,24,Approved,2020-04-16
L1668,C1217,Home Loan,3581864,11.95,120,Approved,2021-09-25
L1669,C4681,Vehicle Loan,1068592,8.02,240,Approved,2020-01-28
L1670,C2358,Vehicle Loan,4311595,10.19,120,Approved,2021-09-23
L1671,C3600,Education Loan,730690,17.9,24,Approved,2020-04-09
L1672,C6157,Vehicle Loan,3870732,14.48,36,Approved,2021-04-12
L1673,C3182,Vehicle Loan,3004046,13.42,24,Approved,2020-10-05
L1674,C0687,Home Loan,434810,15.32,24,Approved,2019-06-28
L1675,C2347,Education Loan,3543925,15.08,12,Rejected,2020-04-08
L1676,C3927,Education Loan,2736459,16.89,24,Rejected,2022-04-05
L1677,C0821,Personal Loan,1098506,16.34,240,Approved,2019-12-08
L1678,C0433,Personal Loan,938838,8.19,120,Rejected,2021-08-29
L1679,C5604,Vehicle Loan,3717890,13.87,120,Approved,2020-11-25
L1680,C2545,Personal Loan,4300863,16.76,36,Approved,2021-07-31
L1681,C2084,Home Loan,391611,13.82,60,Approved,2022-02-16
L1682,C0067,Personal Loan,4985884,16.14,36,Approved,2022-08-27
L1683,C6317,Vehicle Loan,2936667,17.19,36,Approved,2020-06-10
L1684,C3241,Personal Loan,2576450,12.02,120,Approved,2022-05-02
L1685,C6612,Vehicle Loan,2666057,12.48,60,Rejected,2019-09-25
L1686,C1864,Education Loan,395458,14.54,24,Rejected,2023-02-03
L1687,C4205,Vehicle Loan,2156651,17.64,120,Approved,2019-06-18
L1688,C4375,Home Loan,3604225,15.71,12,Approved,2021-02-14
L1689,C5375,Home Loan,2374344,10.55,120,Approved,2019-06-16
L1690,C4423,Personal Loan,3730433,17.08,12,Approved,2021-03-23
L1691,C0769,Personal Loan,4001720,8.33,12,Approved,2019-05-30
L1692,C0968,Vehicle Loan,1884249,14,240,Approved,2020-07-19
L1693,C2370,Education Loan,121536,17.29,60,Approved,2019-08-12
L1694,C3938,Home Loan,4869655,8.99,240,Approved,2019-06-12
L1695,C2168,Home Loan,4949077,16.93,12,Approved,2019-08-21
L1696,C2724,Personal Loan,1969570,7.77,12,Approved,2021-08-28
L1697,C2630,Vehicle Loan,3312153,11.48,120,Approved,2020-12-17
L1698,C2848,Home Loan,3010486,16.2,36,Approved,2021-07-18
L1699,C4113,Education Loan,1533855,8.15,120,Approved,2021-04-15
L1700,C3773,Home Loan,2239049,7.74,36,Approved,2021-06-26
L1701,C2247,Vehicle Loan,1348189,10.32,24,Approved,2019-02-05
L1702,C2758,Vehicle Loan,4020802,16.25,24,Approved,2019-06-19
L1703,C3790,Personal Loan,2813257,9.08,240,Approved,2022-03-17
L1704,C1568,Home Loan,3639150,15,12,Approved,2020-08-31
L1705,C0066,Personal Loan,681997,10.76,36,Approved,2021-08-10
L1706,C6116,Personal Loan,3630950,9.29,60,Approved,2021-11-01
L1707,C0858,Education Loan,3761182,16.12,240,Approved,2020-11-27
L1708,C5855,Personal Loan,141233,10.13,60,Approved,2022-05-15
L1709,C2485,Education Loan,2211789,15.6,240,Approved,2022-05-13
L1710,C0157,Personal Loan,1831454,11.18,12,Approved,2022-06-21
L1711,C4478,Education Loan,318984,16.47,120,Approved,2020-07-12
L1712,C1523,Vehicle Loan,247938,17.3,12,Approved,2023-02-09
L1713,C5856,Home Loan,2072430,16.26,36,Approved,2021-06-06
L1714,C5618,Personal Loan,4448069,8.83,24,Approved,2022-01-21
L1715,C4039,Education Loan,2689974,15.71,12,Approved,2020-06-26
L1716,C1345,Vehicle Loan,1525626,16.53,240,Rejected,2021-05-08
L1717,C2914,Vehicle Loan,4061622,10.57,120,Approved,2021-05-05
L1718,C0182,Home Loan,1106808,15.78,36,Approved,2022-07-21
L1719,C3896,Personal Loan,2254499,13.11,60,Approved,2021-03-13
L1720,C2249,Vehicle Loan,3340024,15.88,120,Approved,2022-09-14
L1721,C6860,Education Loan,850832,12.95,12,Rejected,2020-04-04
L1722,C3921,Home Loan,164313,14.87,24,Approved,2022-05-19
