customer_id,credit_score,risk_category,score_date
C2158,697,Low Risk,2023-01-19
C2159,659,Low Risk,2023-07-01
C2160,635,Medium Risk,2023-03-02
C2161,645,Medium Risk,2023-05-18
C2162,812,Very Low Risk,2023-11-27
C2163,889,Very Low Risk,2023-11-22
C2164,316,High Risk,2023-07-03
C2165,476,High Risk,2023-12-28
C2166,780,Very Low Risk,2023-05-10
C2167,382,High Risk,2023-11-02
C2168,305,High Risk,2023-06-09
C2169,507,High Risk,2023-04-30
C2170,863,Very Low Risk,2023-03-20
C2171,352,High Risk,2023-07-25
C2172,321,High Risk,2023-05-31
C2173,503,High Risk,2023-09-11
C2174,476,High Risk,2023-04-18
C2175,829,Very Low Risk,2023-08-14
C2176,854,Very Low Risk,2023-02-03
C2177,570,Medium Risk,2023-03-17
C2178,446,High Risk,2023-01-16
C2179,878,Very Low Risk,2023-11-06
C2180,515,High Risk,2023-10-10
C2181,445,High Risk,2023-02-12
C2182,422,High Risk,2023-08-11
C2183,707,Low Risk,2023-06-12
C2184,326,High Risk,2023-06-09
C2185,468,High Risk,2023-05-28
C2186,396,High Risk,2023-08-26
C2187,436,High Risk,2023-06-05
C2188,540,High Risk,2023-07-22
C2189,668,Low Risk,2023-12-13
C2190,427,High Risk,2023-12-10
C2191,703,Low Risk,2023-01-10
C2192,331,High Risk,2023-03-01
C2193,367,High Risk,2023-04-28
C2194,411,High Risk,2023-03-11
C2195,357,High Risk,2023-01-31
C2196,442,High Risk,2023-02-26
C2197,462,High Risk,2023-04-16
C2198,758,Very Low Risk,2023-09-16
C2199,819,Very Low Risk,2023-08-03
C2200,753,Very Low Risk,2023-04-11
C2201,842,Very Low Risk,2023-05-13
C2202,778,Very Low Risk,2023-04-18
C2203,425,High Risk,2023-04-02
C2204,498,High Risk,2023-06-23
C2205,876,Very Low Risk,2023-10-28
C2206,320,High Risk,2023-01-31
C2207,769,Very Low Risk,2023-11-26
C2208,810,Very Low Risk,2023-06-17
C2209,677,Low Risk,2023-11-30
C2210,313,High Risk,2023-06-20
C2211,691,Low Risk,2023-12-26
C2212,813,Very Low Risk,2023-04-06
C2213,428,High Risk,2023-01-31
C2214,702,Low Risk,2023-11-21
C2215,690,Low Risk,2023-11-25
C2216,618,Medium Risk,2023-07-21
C2217,794,Very Low Risk,2023-04-27
C2218,868,Very Low Risk,2023-03-25
C2219,462,High Risk,2023-01-03
C2220,629,Medium Risk,2023-03-10
C2221,726,Low Risk,2023-08-17
C2222,337,High Risk,2023-03-14
C2223,409,High Risk,2023-05-23
C2224,375,High Risk,2023-07-24
C2225,365,High Risk,2023-05-26
C2226,497,High Risk,2023-11-05
C2227,572,Medium Risk,2023-11-18
C2228,665,Low Risk,2023-02-25
C2229,877,Very Low Risk,2023-09-06
C2230,332,High Risk,2023-06-11
C2231,514,High Risk,2023-11-15
C2232,680,Low Risk,2023-11-28
C2233,377,High Risk,2023-03-07
C2234,830,Very Low Risk,2023-04-26
C2235,828,Very Low Risk,2023-12-19
C2236,584,Medium Risk,2023-01-18
C2237,434,High Risk,2023-06-29
C2238,796,Very Low Risk,2023-03-23
C2239,321,High Risk,2023-09-20
C2240,452,High Risk,2023-10-15
C2241,663,Low Risk,2023-09-17
C2242,690,Low Risk,2023-02-28
C2243,556,Medium Risk,2023-12-15
C2244,681,Low Risk,2023-04-05
C2245,507,High Risk,2023-02-06
C2246,530,High Risk,2023-05-11
C2247,450,High Risk,2023-06-27
C2248,821,Very Low Risk,2023-05-04
C2249,595,Medium Risk,2023-06-21
C2250,395,High Risk,2023-07-27
C2251,561,Medium Risk,2023-05-31
C2252,652,Low Risk,2023-02-14
C2253,776,Very Low Risk,2023-07-30
C2254,463,High Risk,2023-03-29
C2255,302,High Risk,2023-08-22
C2256,664,Low Risk,2023-12-25
C2257,499,High Risk,2023-12-08
C2258,640,Medium Risk,2023-08-05
C2259,462,High Risk,2023-07-05
C2260,781,Very Low Risk,2023-04-20
C2261,681,Low Risk,2023-08-06
C2262,620,Medium Risk,2023-10-11
C2263,308,High Risk,2023-02-05
C2264,584,Medium Risk,2023-05-07
C2265,759,Very Low Risk,2023-09-17
C2266,828,Very Low Risk,2023-10-14
C2267,662,Low Risk,2023-03-08
C2268,797,Very Low Risk,2023-08-20
C2269,530,High Risk,2023-05-12
C2270,758,Very Low Risk,2023-03-25
C2271,486,High Risk,2023-12-01
C2272,354,High Risk,2023-08-31
C2273,432,High Risk,2023-03-27
C2274,775,Very Low Risk,2023-02-15
C2275,606,Medium Risk,2023-05-17
C2276,635,Medium Risk,2023-12-24
C2277,657,Low Risk,2023-02-03
C2278,647,Medium Risk,2023-06-23
C2279,456,High Risk,2023-10-25
C2280,385,High Risk,2023-07-06
C2281,379,High Risk,2023-03-03
C2282,784,Very Low Risk,2023-03-01
C2283,397,High Risk,2023-11-15
C2284,329,High Risk,2023-02-18
C2285,579,Medium Risk,2023-07-10
C2286,828,Very Low Risk,2023-11-26
C2287,651,Low Risk,2023-03-10
C2288,859,Very Low Risk,2023-11-10
C2289,437,High Risk,2023-05-26
C2290,455,High Risk,2023-03-01
C2291,893,Very Low Risk,2023-06-15
C2292,310,High Risk,2023-04-06
C2293,477,High Risk,2023-05-16
C2294,524,High Risk,2023-11-16
C2295,496,High Risk,2023-02-09
C2296,636,Medium Risk,2023-01-15
C2297,826,Very Low Risk,2023-12-26
C2298,711,Low Risk,2023-03-30
C2299,637,Medium Risk,2023-02-21
C2300,845,Very Low Risk,2023-05-01
C2301,302,High Risk,2023-09-27
C2302,882,Very Low Risk,2023-01-11
C2303,310,High Risk,2023-04-19
C2304,432,High Risk,2023-12-02
C2305,525,High Risk,2023-11-07
C2306,475,High Risk,2023-07-01
C2307,865,Very Low Risk,2023-09-02
C2308,377,High Risk,2023-10-28
C2309,716,Low Risk,2023-02-11
C2310,613,Medium Risk,2023-11-08
C2311,809,Very Low Risk,2023-10-07
C2312,900,Very Low Risk,2023-11-05
C2313,524,High Risk,2023-11-10
C2314,838,Very Low Risk,2023-11-27
C2315,738,Low Risk,2023-11-29
C2316,581,Medium Risk,2023-07-06
C2317,838,Very Low Risk,2023-05-02
C2318,416,High Risk,2023-01-29
C2319,857,Very Low Risk,2023-04-22
C2320,592,Medium Risk,2023-11-25
C2321,484,High Risk,2023-01-13
C2322,710,Low Risk,2023-09-04
C2323,462,High Risk,2023-05-26
C2324,525,High Risk,2023-10-16
C2325,664,Low Risk,2023-07-06
C2326,478,High Risk,2023-04-11
C2327,534,High Risk,2023-02-07
C2328,537,High Risk,2023-04-07
C2329,708,Low Risk,2023-09-01
C2330,631,Medium Risk,2023-11-01
C2331,472,High Risk,2023-04-25
C2332,513,High Risk,2023-02-28
C2333,354,High Risk,2023-07-31
C2334,765,Very Low Risk,2023-04-03
C2335,882,Very Low Risk,2023-01-14
C2336,678,Low Risk,2023-07-27
C2337,774,Very Low Risk,2023-04-25
C2338,498,High Risk,2023-06-01
C2339,643,Medium Risk,2023-10-16
C2340,435,High Risk,2023-11-24
C2341,720,Low Risk,2023-07-16
C2342,734,Low Risk,2023-02-17
C2343,305,High Risk,2023-06-25
C2344,366,High Risk,2023-08-17
C2345,517,High Risk,2023-08-09
C2346,615,Medium Risk,2023-04-18
C2347,896,Very Low Risk,2023-12-21
C2348,483,High Risk,2023-03-24
C2349,883,Very Low Risk,2023-02-19
C2350,315,High Risk,2023-07-10
C2351,808,Very Low Risk,2023-08-15
C2352,508,High Risk,2023-12-03
C2353,544,High Risk,2023-03-23
C2354,698,Low Risk,2023-01-03
C2355,678,Low Risk,2023-08-03
C2356,446,High Risk,2023-05-09
C2357,544,High Risk,2023-01-13
C2358,561,Medium Risk,2023-03-06
C2359,420,High Risk,2023-12-01
C2360,695,Low Risk,2023-05-20
C2361,668,Low Risk,2023-05-10
C2362,324,High Risk,2023-11-17
C2363,468,High Risk,2023-03-16
C2364,839,Very Low Risk,2023-09-13
C2365,436,High Risk,2023-12-03
C2366,374,High Risk,2023-06-05
C2367,559,Medium Risk,2023-09-10
C2368,817,Very Low Risk,2023-11-16
C2369,337,High Risk,2023-09-03
C2370,874,Very Low Risk,2023-09-11
C2371,303,High Risk,2023-12-30
C2372,734,Low Risk,2023-11-27
C2373,560,Medium Risk,2023-04-17
C2374,356,High Risk,2023-11-09
C2375,754,Very Low Risk,2023-03-07
C2376,588,Medium Risk,2023-01-24
C2377,476,High Risk,2023-02-10
C2378,348,High Risk,2023-03-14
C2379,505,High Risk,2023-05-16
C2380,546,High Risk,2023-03-17
C2381,592,Medium Risk,2023-07-15
C2382,695,Low Risk,2023-02-04
C2383,861,Very Low Risk,2023-10-01
C2384,456,High Risk,2023-08-23
C2385,812,Very Low Risk,2023-04-18
C2386,797,Very Low Risk,2023-02-02
C2387,725,Low Risk,2023-07-28
C2388,526,High Risk,2023-12-13
C2389,758,Very Low Risk,2023-05-03
C2390,511,High Risk,2023-04-24
C2391,847,Very Low Risk,2023-12-04
C2392,893,Very Low Risk,2023-06-08
C2393,723,Low Risk,2023-03-07
C2394,494,High Risk,2023-06-29
C2395,449,High Risk,2023-05-04
C2396,448,High Risk,2023-05-22
C2397,577,Medium Risk,2023-09-23
C2398,433,High Risk,2023-07-07
C2399,501,High Risk,2023-03-08
C2400,577,Medium Risk,2023-02-08
C2401,615,Medium Risk,2023-07-15
C2402,521,High Risk,2023-01-06
C2403,497,High Risk,2023-11-22
C2404,447,High Risk,2023-02-12
C2405,836,Very Low Risk,2023-05-31
C2406,374,High Risk,2023-07-02
C2407,603,Medium Risk,2023-01-17
C2408,856,Very Low Risk,2023-08-19
C2409,442,High Risk,2023-09-07
C2410,414,High Risk,2023-06-18
C2411,572,Medium Risk,2023-03-30
C2412,412,High Risk,2023-06-12
C2413,489,High Risk,2023-07-18
C2414,378,High Risk,2023-01-23
C2415,710,Low Risk,2023-01-13
C2416,533,High Risk,2023-11-28
C2417,778,Very Low Risk,2023-05-03
C2418,338,High Risk,2023-04-19
C2419,358,High Risk,2023-06-27
C2420,665,Low Risk,2023-12-20
C2421,775,Very Low Risk,2023-01-18
C2422,606,Medium Risk,2023-03-20
C2423,843,Very Low Risk,2023-07-06
C2424,847,Very Low Risk,2023-07-11
C2425,470,High Risk,2023-06-04
C2426,392,High Risk,2023-11-26
C2427,329,High Risk,2023-12-24
C2428,568,Medium Risk,2023-01-09
C2429,855,Very Low Risk,2023-05-01
C2430,571,Medium Risk,2023-05-06
C2431,641,Medium Risk,2023-12-04
C2432,849,Very Low Risk,2023-06-21
C2433,617,Medium Risk,2023-01-16
C2434,786,Very Low Risk,2023-04-01
C2435,678,Low Risk,2023-09-09
C2436,747,Low Risk,2023-06-30
C2437,682,Low Risk,2023-01-31
C2438,710,Low Risk,2023-04-26
C2439,447,High Risk,2023-05-29
C2440,757,Very Low Risk,2023-10-15
C2441,589,Medium Risk,2023-03-23
C2442,890,Very Low Risk,2023-04-29
C2443,688,Low Risk,2023-05-13
C2444,895,Very Low Risk,2023-10-07
C2445,413,High Risk,2023-08-09
C2446,655,Low Risk,2023-11-26
C2447,487,High Risk,2023-12-27
C2448,355,High Risk,2023-12-24
C2449,344,High Risk,2023-01-21
C2450,637,Medium Risk,2023-07-18
C2451,899,Very Low Risk,2023-09-23
C2452,339,High Risk,2023-03-14
C2453,308,High Risk,2023-06-23
C2454,477,High Risk,2023-11-08
C2455,811,Very Low Risk,2023-10-07
C2456,851,Very Low Risk,2023-03-24
C2457,501,High Risk,2023-07-25
C2458,886,Very Low Risk,2023-03-14
C2459,334,High Risk,2023-05-13
C2460,820,Very Low Risk,2023-08-10
C2461,591,Medium Risk,2023-02-24
C2462,470,High Risk,2023-07-26
C2463,687,Low Risk,2023-04-20
C2464,581,Medium Risk,2023-04-03
C2465,408,High Risk,2023-06-12
C2466,486,High Risk,2023-01-28
C2467,412,High Risk,2023-06-12
C2468,386,High Risk,2023-04-14
C2469,342,High Risk,2023-12-15
C2470,708,Low Risk,2023-11-12
C2471,656,Low Risk,2023-02-07
C2472,584,Medium Risk,2023-10-23
C2473,362,High Risk,2023-09-12
C2474,658,Low Risk,2023-02-17
C2475,801,Very Low Risk,2023-08-30
C2476,317,High Risk,2023-01-17
C2477,685,Low Risk,2023-11-05
C2478,611,Medium Risk,2023-08-28
C2479,648,Medium Risk,2023-05-21
C2480,874,Very Low Risk,2023-02-19
C2481,893,Very Low Risk,2023-09-09
C2482,383,High Risk,2023-12-03
C2483,528,High Risk,2023-01-12
C2484,581,Medium Risk,2023-08-31
C2485,758,Very Low Risk,2023-12-16
C2486,579,Medium Risk,2023-10-20
C2487,736,Low Risk,2023-05-21
C2488,443,High Risk,2023-05-25
C2489,671,Low Risk,2023-09-15
C2490,727,Low Risk,2023-07-02
C2491,529,High Risk,2023-04-17
C2492,497,High Risk,2023-05-06
C2493,321,High Risk,2023-03-09
C2494,524,High Risk,2023-10-15
C2495,412,High Risk,2023-02-28
C2496,584,Medium Risk,2023-12-07
C2497,317,High Risk,2023-03-08
C2498,371,High Risk,2023-09-05
C2499,337,High Risk,2023-11-15
C2500,622,Medium Risk,2023-12-31
C2501,394,High Risk,2023-10-12
C2502,309,High Risk,2023-12-09
C2503,655,Low Risk,2023-08-12
C2504,411,High Risk,2023-08-25
C2505,859,Very Low Risk,2023-12-19
C2506,353,High Risk,2023-04-30
C2507,730,Low Risk,2023-03-19
C2508,363,High Risk,2023-02-22
C2509,582,Medium Risk,2023-06-20
C2510,409,High Risk,2023-05-09
C2511,814,Very Low Risk,2023-11-24
C2512,806,Very Low Risk,2023-07-02
C2513,616,Medium Risk,2023-08-02
C2514,796,Very Low Risk,2023-12-28
C2515,723,Low Risk,2023-11-15
C2516,378,High Risk,2023-06-15
C2517,495,High Risk,2023-02-08
C2518,415,High Risk,2023-12-25
C2519,637,Medium Risk,2023-05-21
C2520,681,Low Risk,2023-07-24
C2521,444,High Risk,2023-08-05
C2522,815,Very Low Risk,2023-04-17
C2523,319,High Risk,2023-11-20
C2524,795,Very Low Risk,2023-01-19
C2525,746,Low Risk,2023-03-27
C2526,829,Very Low Risk,2023-07-06
C2527,694,Low Risk,2023-01-09
C2528,380,High Risk,2023-04-22
C2529,387,High Risk,2023-05-22
C2530,851,Very Low Risk,2023-05-13
C2531,399,High Risk,2023-09-23
C2532,752,Very Low Risk,2023-03-14
C2533,785,Very Low Risk,2023-08-26
C2534,890,Very Low Risk,2023-03-05
C2535,847,Very Low Risk,2023-10-11
C2536,735,Low Risk,2023-12-30
C2537,773,Very Low Risk,2023-10-18
C2538,374,High Risk,2023-06-11
C2539,576,Medium Risk,2023-07-28
C2540,510,High Risk,2023-09-21
C2541,787,Very Low Risk,2023-04-11
C2542,845,Very Low Risk,2023-09-05
C2543,572,Medium Risk,2023-11-18
C2544,380,High Risk,2023-09-19
C2545,400,High Risk,2023-06-12
C2546,562,Medium Risk,2023-05-25
C2547,483,High Risk,2023-11-17
C2548,452,High Risk,2023-01-06
C2549,851,Very Low Risk,2023-04-07
C2550,437,High Risk,2023-03-11
C2551,583,Medium Risk,2023-07-15
C2552,557,Medium Risk,2023-04-20
C2553,457,High Risk,2023-05-22
C2554,596,Medium Risk,2023-07-09
C2555,570,Medium Risk,2023-04-18
C2556,613,Medium Risk,2023-04-26
C2557,713,Low Risk,2023-04-26
C2558,848,Very Low Risk,2023-07-18
C2559,306,High Risk,2023-11-03
C2560,900,Very Low Risk,2023-05-21
C2561,826,Very Low Risk,2023-06-04
C2562,756,Very Low Risk,2023-09-26
C2563,493,High Risk,2023-01-13
C2564,515,High Risk,2023-06-17
C2565,696,Low Risk,2023-08-31
C2566,821,Very Low Risk,2023-06-22
C2567,523,High Risk,2023-03-17
C2568,482,High Risk,2023-03-22
C2569,439,High Risk,2023-08-21
C2570,677,Low Risk,2023-05-22
C2571,603,Medium Risk,2023-07-12
C2572,666,Low Risk,2023-07-24
C2573,413,High Risk,2023-08-11
C2574,479,High Risk,2023-08-23
C2575,398,High Risk,2023-03-24
C2576,388,High Risk,2023-10-18
C2577,817,Very Low Risk,2023-01-25
C2578,823,Very Low Risk,2023-06-18
C2579,583,Medium Risk,2023-03-17
C2580,590,Medium Risk,2023-06-20
C2581,397,High Risk,2023-09-23
C2582,446,High Risk,2023-05-19
C2583,466,High Risk,2023-06-05
C2584,497,High Risk,2023-10-22
C2585,318,High Risk,2023-02-02
C2586,498,High Risk,2023-05-30
C2587,557,Medium Risk,2023-12-05
C2588,484,High Risk,2023-07-06
C2589,540,High Risk,2023-07-06
C2590,472,High Risk,2023-11-18
C2591,791,Very Low Risk,2023-08-27
C2592,413,High Risk,2023-07-29
C2593,698,Low Risk,2023-06-25
C2594,677,Low Risk,2023-03-10
C2595,476,High Risk,2023-01-05
C2596,586,Medium Risk,2023-06-01
C2597,333,High Risk,2023-01-05
C2598,549,High Risk,2023-08-25
C2599,889,Very Low Risk,2023-11-04
C2600,700,Low Risk,2023-10-26
C2601,478,High Risk,2023-04-25
C2602,886,Very Low Risk,2023-03-03
C2603,789,Very Low Risk,2023-05-01
C2604,491,High Risk,2023-03-26
C2605,641,Medium Risk,2023-12-18
C2606,858,Very Low Risk,2023-03-09
C2607,882,Very Low Risk,2023-05-08
C2608,331,High Risk,2023-09-13
C2609,381,High Risk,2023-05-06
C2610,520,High Risk,2023-12-02
C2611,853,Very Low Risk,2023-02-07
C2612,532,High Risk,2023-08-20
C2613,822,Very Low Risk,2023-10-11
C2614,858,Very Low Risk,2023-02-19
C2615,553,Medium Risk,2023-10-19
C2616,305,High Risk,2023-02-16
C2617,424,High Risk,2023-07-07
C2618,756,Very Low Risk,2023-01-31
C2619,677,Low Risk,2023-12-28
C2620,677,Low Risk,2023-09-10
C2621,664,Low Risk,2023-11-15
C2622,548,High Risk,2023-12-12
C2623,895,Very Low Risk,2023-08-26
C2624,380,High Risk,2023-03-25
C2625,621,Medium Risk,2023-06-14
C2626,546,High Risk,2023-08-23
C2627,587,Medium Risk,2023-07-01
C2628,529,High Risk,2023-11-21
C2629,317,High Risk,2023-03-21
C2630,317,High Risk,2023-12-26
C2631,456,High Risk,2023-04-06
C2632,646,Medium Risk,2023-11-13
C2633,433,High Risk,2023-11-07
C2634,723,Low Risk,2023-04-19
C2635,304,High Risk,2023-10-05
C2636,371,High Risk,2023-11-07
C2637,481,High Risk,2023-11-12
C2638,801,Very Low Risk,2023-10-23
C2639,898,Very Low Risk,2023-11-21
C2640,468,High Risk,2023-10-10
C2641,694,Low Risk,2023-02-16
C2642,362,High Risk,2023-10-31
C2643,804,Very Low Risk,2023-04-21
C2644,665,Low Risk,2023-08-11
C2645,368,High Risk,2023-06-07
C2646,860,Very Low Risk,2023-07-31
C2647,828,Very Low Risk,2023-01-14
C2648,546,High Risk,2023-03-03
C2649,574,Medium Risk,2023-08-07
C2650,329,High Risk,2023-12-09
C2651,835,Very Low Risk,2023-07-08
C2652,783,Very Low Risk,2023-05-11
C2653,404,High Risk,2023-12-13
C2654,568,Medium Risk,2023-06-09
C2655,404,High Risk,2023-08-16
C2656,536,High Risk,2023-10-09
C2657,336,High Risk,2023-05-05
C2658,672,Low Risk,2023-11-03
C2659,839,Very Low Risk,2023-11-14
C2660,862,Very Low Risk,2023-05-07
C2661,590,Medium Risk,2023-12-16
C2662,675,Low Risk,2023-03-17
C2663,811,Very Low Risk,2023-06-21
C2664,852,Very Low Risk,2023-03-05
C2665,442,High Risk,2023-03-18
C2666,745,Low Risk,2023-10-12
C2667,764,Very Low Risk,2023-04-03
C2668,330,High Risk,2023-11-16
C2669,799,Very Low Risk,2023-04-26
C2670,860,Very Low Risk,2023-07-18
C2671,427,High Risk,2023-01-01
C2672,876,Very Low Risk,2023-07-11
C2673,473,High Risk,2023-01-05
C2674,794,Very Low Risk,2023-03-01
C2675,300,High Risk,2023-11-03
C2676,852,Very Low Risk,2023-01-15
C2677,867,Very Low Risk,2023-10-08
C2678,752,Very Low Risk,2023-02-19
C2679,389,High Risk,2023-04-15
C2680,721,Low Risk,2023-05-17
C2681,803,Very Low Risk,2023-03-14
C2682,691,Low Risk,2023-11-20
C2683,365,High Risk,2023-04-08
C2684,465,High Risk,2023-06-03
C2685,715,Low Risk,2023-03-01
C2686,720,Low Risk,2023-10-04
C2687,734,Low Risk,2023-03-20
C2688,407,High Risk,2023-09-30
C2689,668,Low Risk,2023-07-27
C2690,639,Medium Risk,2023-10-29
C2691,685,Low Risk,2023-12-09
C2692,651,Low Risk,2023-12-22
C2693,880,Very Low Risk,2023-11-06
C2694,376,High Risk,2023-12-15
C2695,816,Very Low Risk,2023-07-02
C2696,520,High Risk,2023-07-02
C2697,614,Medium Risk,2023-04-02
C2698,633,Medium Risk,2023-09-29
C2699,721,Low Risk,2023-05-01
C2700,645,Medium Risk,2023-12-11
C2701,869,Very Low Risk,2023-02-02
C2702,564,Medium Risk,2023-03-09
C2703,824,Very Low Risk,2023-10-21
C2704,792,Very Low Risk,2023-01-06
C2705,311,High Risk,2023-12-26
C2706,840,Very Low Risk,2023-05-09
C2707,538,High Risk,2023-10-11
C2708,335,High Risk,2023-07-26
C2709,346,High Risk,2023-12-07
C2710,376,High Risk,2023-01-07
C2711,483,High Risk,2023-04-15
C2712,509,High Risk,2023-12-23
C2713,445,High Risk,2023-11-21
C2714,351,High Risk,2023-09-20
C2715,856,Very Low Risk,2023-11-14
C2716,851,Very Low Risk,2023-06-16
C2717,455,High Risk,2023-12-27
C2718,591,Medium Risk,2023-04-13
C2719,548,High Risk,2023-12-18
C2720,633,Medium Risk,2023-11-28
C2721,423,High Risk,2023-06-25
C2722,379,High Risk,2023-09-02
C2723,622,Medium Risk,2023-08-01
C2724,841,Very Low Risk,2023-05-06
C2725,844,Very Low Risk,2023-07-14
C2726,475,High Risk,2023-01-20
C2727,313,High Risk,2023-03-21
C2728,687,Low Risk,2023-08-06
C2729,849,Very Low Risk,2023-03-23
C2730,740,Low Risk,2023-11-02
C2731,399,High Risk,2023-11-04
C2732,795,Very Low Risk,2023-05-31
C2733,622,Medium Risk,2023-01-01
C2734,717,Low Risk,2023-11-16
C2735,711,Low Risk,2023-04-24
C2736,754,Very Low Risk,2023-08-17
C2737,390,High Risk,2023-01-25
C2738,679,Low Risk,2023-10-21
C2739,497,High Risk,2023-01-29
C2740,547,High Risk,2023-09-15
C2741,763,Very Low Risk,2023-06-18
C2742,771,Very Low Risk,2023-05-06
C2743,558,Medium Risk,2023-04-25
C2744,763,Very Low Risk,2023-02-19
C2745,756,Very Low Risk,2023-01-04
C2746,347,High Risk,2023-07-11
C2747,784,Very Low Risk,2023-02-27
C2748,871,Very Low Risk,2023-08-08
C2749,594,Medium Risk,2023-04-02
C2750,859,Very Low Risk,2023-08-06
C2751,808,Very Low Risk,2023-01-08
C2752,442,High Risk,2023-03-11
C2753,535,High Risk,2023-04-03
C2754,757,Very Low Risk,2023-05-04
C2755,360,High Risk,2023-12-31
C2756,622,Medium Risk,2023-01-10
C2757,462,High Risk,2023-07-24
C2758,867,Very Low Risk,2023-10-06
C2759,498,High Risk,2023-08-12
C2760,567,Medium Risk,2023-11-11
C2761,510,High Risk,2023-07-10
C2762,671,Low Risk,2023-01-17
C2763,770,Very Low Risk,2023-10-20
C2764,679,Low Risk,2023-01-14
C2765,864,Very Low Risk,2023-08-30
C2766,732,Low Risk,2023-04-03
C2767,514,High Risk,2023-03-16
C2768,692,Low Risk,2023-05-31
C2769,526,High Risk,2023-04-11
C2770,665,Low Risk,2023-02-16
C2771,859,Very Low Risk,2023-11-22
C2772,655,Low Risk,2023-03-24
C2773,343,High Risk,2023-05-07
C2774,327,High Risk,2023-07-26
C2775,592,Medium Risk,2023-06-20
C2776,397,High Risk,2023-08-28
C2777,777,Very Low Risk,2023-01-11
C2778,307,High Risk,2023-04-09
C2779,695,Low Risk,2023-01-14
C2780,742,Low Risk,2023-01-19
C2781,864,Very Low Risk,2023-11-13
C2782,472,High Risk,2023-02-27
C2783,632,Medium Risk,2023-04-01
C2784,589,Medium Risk,2023-06-16
C2785,353,High Risk,2023-04-06
C2786,562,Medium Risk,2023-07-04
C2787,494,High Risk,2023-01-16
C2788,307,High Risk,2023-01-06
C2789,684,Low Risk,2023-02-08
